Kabupaten_Kota,Tahun,Kategori,Produk,Pengeluaran,Is_Total,Region,Kategori_Pengeluaran,Pengeluaran_Bulanan,Pengeluaran_Tahunan
Minahasa Selatan,2024,Buah,Durian,3049.0,False,Lainnya,Sangat Tinggi,12196.0,158548.0
Minahasa Utara,2024,Buah,Durian,1916.0,False,Lainnya,Tinggi,7664.0,99632.0
Bolaang Mongondow Utara,2024,Buah,Durian,505.0,False,Lainnya,Sedang,2020.0,26260.0
Siau Tagulandang Biaro,2024,Buah,Durian,3480.0,False,Lainnya,Sangat Tinggi,13920.0,180960.0
Minahasa Tenggara,2024,Buah,Durian,2461.0,False,Lainnya,Sangat Tinggi,9844.0,127972.0
Bolaang Mongondow Selatan,2024,Buah,Durian,2230.0,False,Lainnya,Sangat Tinggi,8920.0,115960.0
Bolaang Mongondow Timur,2024,Buah,Durian,4636.0,False,Lainnya,Sangat Tinggi,18544.0,241072.0
Kota Manado,2024,Buah,Durian,1942.0,False,Lainnya,Tinggi,7768.0,100984.0
Kota Bitung,2024,Buah,Durian,1700.0,False,Lainnya,Tinggi,6800.0,88400.0
Kota Tomohon,2024,Buah,Durian,2841.0,False,Lainnya,Sangat Tinggi,11364.0,147732.0
Kota Kotamobagu,2024,Buah,Durian,6027.0,False,Lainnya,Sangat Tinggi,24108.0,313404.0
Banggai Kepulauan,2024,Buah,Durian,4832.0,False,Lainnya,Sangat Tinggi,19328.0,251264.0
Banggai,2024,Buah,Durian,4153.0,False,Lainnya,Sangat Tinggi,16612.0,215956.0
Morowali,2024,Buah,Durian,5670.0,False,Lainnya,Sangat Tinggi,22680.0,294840.0
Poso,2024,Buah,Durian,3371.0,False,Lainnya,Sangat Tinggi,13484.0,175292.0
Donggala,2024,Buah,Durian,2343.0,False,Lainnya,Sangat Tinggi,9372.0,121836.0
Toli-Toli,2024,Buah,Durian,533.0,False,Lainnya,Sedang,2132.0,27716.0
Buol,2024,Buah,Durian,1258.0,False,Lainnya,Tinggi,5032.0,65416.0
Parigi Moutong,2024,Buah,Durian,2164.0,False,Lainnya,Sangat Tinggi,8656.0,112528.0
Tojo Una-Una,2024,Buah,Durian,2384.0,False,Lainnya,Sangat Tinggi,9536.0,123968.0
Sigi,2024,Buah,Durian,1251.0,False,Lainnya,Tinggi,5004.0,65052.0
Banggai Laut,2024,Buah,Durian,3594.0,False,Lainnya,Sangat Tinggi,14376.0,186888.0
Morowali Utara,2024,Buah,Durian,4051.0,False,Lainnya,Sangat Tinggi,16204.0,210652.0
Kota Palu,2024,Buah,Durian,1031.0,False,Lainnya,Tinggi,4124.0,53612.0
Kepulauan Selayar,2024,Buah,Durian,464.0,False,Lainnya,Rendah,1856.0,24128.0
Bulukumba,2024,Buah,Durian,4791.0,False,Lainnya,Sangat Tinggi,19164.0,249132.0
Bantaeng,2024,Buah,Durian,5260.0,False,Lainnya,Sangat Tinggi,21040.0,273520.0
Jeneponto,2024,Buah,Durian,685.0,False,Lainnya,Sedang,2740.0,35620.0
Takalar,2024,Buah,Durian,1275.0,False,Lainnya,Tinggi,5100.0,66300.0
Gowa,2024,Buah,Durian,2409.0,False,Lainnya,Sangat Tinggi,9636.0,125268.0
Sinjai,2024,Buah,Durian,3344.0,False,Lainnya,Sangat Tinggi,13376.0,173888.0
Maros,2024,Buah,Durian,1511.0,False,Lainnya,Tinggi,6044.0,78572.0
Pangkajene dan Kepulauan,2024,Buah,Durian,1663.0,False,Lainnya,Tinggi,6652.0,86476.0
Barru,2024,Buah,Durian,850.0,False,Lainnya,Sedang,3400.0,44200.0
Bone,2024,Buah,Durian,1682.0,False,Lainnya,Tinggi,6728.0,87464.0
Soppeng,2024,Buah,Durian,2576.0,False,Lainnya,Sangat Tinggi,10304.0,133952.0
Wajo,2024,Buah,Durian,1914.0,False,Lainnya,Tinggi,7656.0,99528.0
Sidenreng Rappang,2024,Buah,Durian,3175.0,False,Lainnya,Sangat Tinggi,12700.0,165100.0
Pinrang,2024,Buah,Durian,2793.0,False,Lainnya,Sangat Tinggi,11172.0,145236.0
Enrekang,2024,Buah,Durian,8176.0,False,Lainnya,Sangat Tinggi,32704.0,425152.0
Luwu,2024,Buah,Durian,3581.0,False,Lainnya,Sangat Tinggi,14324.0,186212.0
Tana Toraja,2024,Buah,Durian,1433.0,False,Lainnya,Tinggi,5732.0,74516.0
Luwu Utara,2024,Buah,Durian,4610.0,False,Lainnya,Sangat Tinggi,18440.0,239720.0
Luwu Timur,2024,Buah,Durian,4432.0,False,Lainnya,Sangat Tinggi,17728.0,230464.0
Toraja Utara,2024,Buah,Durian,801.0,False,Lainnya,Sedang,3204.0,41652.0
Kota Makasar,2024,Buah,Durian,1953.0,False,Lainnya,Tinggi,7812.0,101556.0
Kota Parepare,2024,Buah,Durian,2088.0,False,Lainnya,Sangat Tinggi,8352.0,108576.0
Kota Palopo,2024,Buah,Durian,6681.0,False,Lainnya,Sangat Tinggi,26724.0,347412.0
Buton,2024,Buah,Durian,2766.0,False,Lainnya,Sangat Tinggi,11064.0,143832.0
Muna,2024,Buah,Durian,590.0,False,Lainnya,Sedang,2360.0,30680.0
Konawe,2024,Buah,Durian,4290.0,False,Lainnya,Sangat Tinggi,17160.0,223080.0
Kolaka,2024,Buah,Durian,4674.0,False,Lainnya,Sangat Tinggi,18696.0,243048.0
Konawe Selatan,2024,Buah,Durian,2057.0,False,Lainnya,Sangat Tinggi,8228.0,106964.0
Bombana,2024,Buah,Durian,3155.0,False,Lainnya,Sangat Tinggi,12620.0,164060.0
Wakatobi,2024,Buah,Durian,517.0,False,Lainnya,Sedang,2068.0,26884.0
Kolaka Utara,2024,Buah,Durian,6204.0,False,Lainnya,Sangat Tinggi,24816.0,322608.0
Buton Utara,2024,Buah,Durian,489.0,False,Lainnya,Rendah,1956.0,25428.0
Konawe Utara,2024,Buah,Durian,6556.0,False,Lainnya,Sangat Tinggi,26224.0,340912.0
Kolaka Timur,2024,Buah,Durian,3745.0,False,Lainnya,Sangat Tinggi,14980.0,194740.0
Konawe Kepulauan,2024,Buah,Durian,5494.0,False,Lainnya,Sangat Tinggi,21976.0,285688.0
Muna Barat,2024,Buah,Durian,1507.0,False,Lainnya,Tinggi,6028.0,78364.0
Buton Tengah,2024,Buah,Durian,163.0,False,Lainnya,Rendah,652.0,8476.0
Buton Selatan,2024,Buah,Durian,33.0,False,Lainnya,Sangat Rendah,132.0,1716.0
Kota Kendari,2024,Buah,Durian,3325.0,False,Lainnya,Sangat Tinggi,13300.0,172900.0
Kota Baubau,2024,Buah,Durian,823.0,False,Lainnya,Sedang,3292.0,42796.0
Boalemo,2024,Buah,Durian,2078.0,False,Lainnya,Sangat Tinggi,8312.0,108056.0
Gorontalo,2024,Buah,Durian,732.0,False,Lainnya,Sedang,2928.0,38064.0
Pohuwato,2024,Buah,Durian,3045.0,False,Lainnya,Sangat Tinggi,12180.0,158340.0
Bone Bolango,2024,Buah,Durian,1116.0,False,Lainnya,Tinggi,4464.0,58032.0
Gorontalo Utara,2024,Buah,Durian,2464.0,False,Lainnya,Sangat Tinggi,9856.0,128128.0
Kota Gorontalo,2024,Buah,Durian,2250.0,False,Lainnya,Sangat Tinggi,9000.0,117000.0
Majene,2024,Buah,Durian,1031.0,False,Lainnya,Tinggi,4124.0,53612.0
Polewali Mandar,2024,Buah,Durian,3744.0,False,Lainnya,Sangat Tinggi,14976.0,194688.0
Mamasa,2024,Buah,Durian,3256.0,False,Lainnya,Sangat Tinggi,13024.0,169312.0
Mamuju,2024,Buah,Durian,1422.0,False,Lainnya,Tinggi,5688.0,73944.0
Mamuju Utara,2024,Buah,Durian,659.0,False,Lainnya,Sedang,2636.0,34268.0
Mamuju Tengah,2024,Buah,Durian,269.0,False,Lainnya,Rendah,1076.0,13988.0
Maluku Tenggara Barat,2024,Buah,Durian,4.0,False,Lainnya,Sangat Rendah,16.0,208.0
Maluku Tenggara,2024,Buah,Durian,574.0,False,Lainnya,Sedang,2296.0,29848.0
Maluku Tengah,2024,Buah,Durian,2165.0,False,Lainnya,Sangat Tinggi,8660.0,112580.0
Buru,2024,Buah,Durian,5115.0,False,Lainnya,Sangat Tinggi,20460.0,265980.0
Kepulauan Aru,2024,Buah,Durian,51.0,False,Lainnya,Sangat Rendah,204.0,2652.0
Seram Bagian Barat,2024,Buah,Durian,2567.0,False,Lainnya,Sangat Tinggi,10268.0,133484.0
Seram Bagian Timur,2024,Buah,Durian,7366.0,False,Lainnya,Sangat Tinggi,29464.0,383032.0
Maluku Barat Daya,2024,Buah,Durian,101.0,False,Lainnya,Rendah,404.0,5252.0
Buru Selatan,2024,Buah,Durian,1235.0,False,Lainnya,Tinggi,4940.0,64220.0
Kota Ambon,2024,Buah,Durian,1499.0,False,Lainnya,Tinggi,5996.0,77948.0
Kota Tual,2024,Buah,Durian,1340.0,False,Lainnya,Tinggi,5360.0,69680.0
Halmahera Barat,2024,Buah,Durian,190.0,False,Lainnya,Rendah,760.0,9880.0
Halmahera Tengah,2024,Buah,Durian,1095.0,False,Lainnya,Tinggi,4380.0,56940.0
Kepulauan Sula,2024,Buah,Durian,2308.0,False,Lainnya,Sangat Tinggi,9232.0,120016.0
Halmahera Selatan,2024,Buah,Durian,740.0,False,Lainnya,Sedang,2960.0,38480.0
Halmahera Utara,2024,Buah,Durian,484.0,False,Lainnya,Rendah,1936.0,25168.0
Halmahera Timur,2024,Buah,Durian,1041.0,False,Lainnya,Tinggi,4164.0,54132.0
Pulau Morotai,2024,Buah,Durian,78.0,False,Lainnya,Sangat Rendah,312.0,4056.0
Pulau Taliabu,2024,Buah,Durian,5708.0,False,Lainnya,Sangat Tinggi,22832.0,296816.0
Kota Ternate,2024,Buah,Durian,6517.0,False,Lainnya,Sangat Tinggi,26068.0,338884.0
Kota Tidore Kepulauan,2024,Buah,Durian,4795.0,False,Lainnya,Sangat Tinggi,19180.0,249340.0
Fakfak,2024,Buah,Durian,3053.0,False,Lainnya,Sangat Tinggi,12212.0,158756.0
Kaimana,2024,Buah,Durian,3655.0,False,Lainnya,Sangat Tinggi,14620.0,190060.0
Teluk Wondama,2024,Buah,Durian,370.0,False,Lainnya,Rendah,1480.0,19240.0
Teluk Bintuni,2024,Buah,Durian,683.0,False,Lainnya,Sedang,2732.0,35516.0
Manokwari,2024,Buah,Durian,854.0,False,Lainnya,Sedang,3416.0,44408.0
Manokwari Selatan,2024,Buah,Durian,531.0,False,Lainnya,Sedang,2124.0,27612.0
Pegunungan Arfak,2024,Buah,Durian,1169.0,False,Lainnya,Tinggi,4676.0,60788.0
Raja Ampat,2024,Buah,Durian,794.0,False,Lainnya,Sedang,3176.0,41288.0
Sorong,2024,Buah,Durian,0.0,False,Lainnya,Tidak Ada,0.0,0.0
Sorong Selatan,2024,Buah,Durian,932.0,False,Lainnya,Sedang,3728.0,48464.0
Maybrat,2024,Buah,Durian,553.0,False,Lainnya,Sedang,2212.0,28756.0
Tambrauw,2024,Buah,Durian,494.0,False,Lainnya,Rendah,1976.0,25688.0
Kota Sorong,2024,Buah,Durian,444.0,False,Lainnya,Rendah,1776.0,23088.0
Jayapura,2024,Buah,Durian,394.0,False,Lainnya,Rendah,1576.0,20488.0
Kepulauan Yapen,2024,Buah,Durian,382.0,False,Lainnya,Rendah,1528.0,19864.0
Biak Numfor,2024,Buah,Durian,70.0,False,Lainnya,Sangat Rendah,280.0,3640.0
Sarmi,2024,Buah,Durian,16.0,False,Lainnya,Sangat Rendah,64.0,832.0
Keerom,2024,Buah,Durian,0.0,False,Lainnya,Tidak Ada,0.0,0.0
Waropen,2024,Buah,Durian,6.0,False,Lainnya,Sangat Rendah,24.0,312.0
Supiori,2024,Buah,Durian,0.0,False,Lainnya,Tidak Ada,0.0,0.0
Mamberamo Raya,2024,Buah,Durian,0.0,False,Lainnya,Tidak Ada,0.0,0.0
Kota Jayapura,2024,Buah,Durian,0.0,False,Lainnya,Tidak Ada,0.0,0.0
Merauke,2024,Buah,Durian,562.0,False,Lainnya,Sedang,2248.0,29224.0
Boven Digoel,2024,Buah,Durian,1812.0,False,Lainnya,Tinggi,7248.0,94224.0
Mappi,2024,Buah,Durian,3069.0,False,Lainnya,Sangat Tinggi,12276.0,159588.0
Asmat,2024,Buah,Durian,861.0,False,Lainnya,Sedang,3444.0,44772.0
Mimika,2024,Buah,Durian,333.0,False,Lainnya,Rendah,1332.0,17316.0
Dogiyai,2024,Buah,Durian,0.0,False,Lainnya,Tidak Ada,0.0,0.0
Deiyai,2024,Buah,Durian,0.0,False,Lainnya,Tidak Ada,0.0,0.0
Nabire,2024,Buah,Durian,13.0,False,Lainnya,Sangat Rendah,52.0,676.0
Paniai,2024,Buah,Durian,1557.0,False,Lainnya,Tinggi,6228.0,80964.0
Intan Jaya,2024,Buah,Durian,0.0,False,Lainnya,Tidak Ada,0.0,0.0
Puncak,2024,Buah,Durian,0.0,False,Lainnya,Tidak Ada,0.0,0.0
Puncak Jaya,2024,Buah,Durian,48.0,False,Lainnya,Sangat Rendah,192.0,2496.0
Nduga,2024,Buah,Durian,60.0,False,Lainnya,Sangat Rendah,240.0,3120.0
Jayawijaya,2024,Buah,Durian,2313.0,False,Lainnya,Sangat Tinggi,9252.0,120276.0
Lanny Jaya,2024,Buah,Durian,0.0,False,Lainnya,Tidak Ada,0.0,0.0
Tolikara,2024,Buah,Durian,0.0,False,Lainnya,Tidak Ada,0.0,0.0
Mamberamo Tengah,2024,Buah,Durian,643.0,False,Lainnya,Sedang,2572.0,33436.0
Yalimo,2024,Buah,Durian,0.0,False,Lainnya,Tidak Ada,0.0,0.0
Yahukimo,2024,Buah,Durian,194.0,False,Lainnya,Rendah,776.0,10088.0
Pegunungan Bintang,2024,Buah,Durian,226.0,False,Lainnya,Rendah,904.0,11752.0
Simeulue,2024,Buah,Salak,458.0,False,Lainnya,Rendah,1832.0,23816.0
Aceh Singkil,2024,Buah,Salak,1110.0,False,Aceh,Tinggi,4440.0,57720.0
Aceh Selatan,2024,Buah,Salak,993.0,False,Aceh,Sedang,3972.0,51636.0
Aceh Tenggara,2024,Buah,Salak,980.0,False,Aceh,Sedang,3920.0,50960.0
Aceh Timur,2024,Buah,Salak,1031.0,False,Aceh,Tinggi,4124.0,53612.0
Aceh Tengah,2024,Buah,Salak,810.0,False,Aceh,Sedang,3240.0,42120.0
Aceh Barat,2024,Buah,Salak,1327.0,False,Aceh,Tinggi,5308.0,69004.0
Aceh Besar,2024,Buah,Salak,973.0,False,Aceh,Sedang,3892.0,50596.0
Pidie,2024,Buah,Salak,1303.0,False,Lainnya,Tinggi,5212.0,67756.0
Bireuen,2024,Buah,Salak,1100.0,False,Lainnya,Tinggi,4400.0,57200.0
Aceh Utara,2024,Buah,Salak,845.0,False,Aceh,Sedang,3380.0,43940.0
Aceh Barat Daya,2024,Buah,Salak,1194.0,False,Aceh,Tinggi,4776.0,62088.0
Gayo Lues,2024,Buah,Salak,1644.0,False,Lainnya,Tinggi,6576.0,85488.0
Aceh Tamiang,2024,Buah,Salak,758.0,False,Aceh,Sedang,3032.0,39416.0
Nagan Raya,2024,Buah,Salak,1959.0,False,Lainnya,Tinggi,7836.0,101868.0
Aceh Jaya,2024,Buah,Salak,1339.0,False,Aceh,Tinggi,5356.0,69628.0
Bener Meriah,2024,Buah,Salak,1138.0,False,Lainnya,Tinggi,4552.0,59176.0
Pidie Jaya,2024,Buah,Salak,1236.0,False,Lainnya,Tinggi,4944.0,64272.0
Kota Banda Aceh,2024,Buah,Salak,763.0,False,Aceh,Sedang,3052.0,39676.0
Kota Sabang,2024,Buah,Salak,744.0,False,Lainnya,Sedang,2976.0,38688.0
Kota Langsa,2024,Buah,Salak,602.0,False,Lainnya,Sedang,2408.0,31304.0
Kota Lhokseumawe,2024,Buah,Salak,932.0,False,Lainnya,Sedang,3728.0,48464.0
Kota Subulussalam,2024,Buah,Salak,992.0,False,Lainnya,Sedang,3968.0,51584.0
Nias,2024,Buah,Salak,35.0,False,Lainnya,Sangat Rendah,140.0,1820.0
Mandailing Natal,2024,Buah,Salak,882.0,False,Lainnya,Sedang,3528.0,45864.0
Tapanuli Selatan,2024,Buah,Salak,1017.0,False,Lainnya,Tinggi,4068.0,52884.0
Tapanuli Tengah,2024,Buah,Salak,551.0,False,Lainnya,Sedang,2204.0,28652.0
Tapanuli Utara,2024,Buah,Salak,732.0,False,Lainnya,Sedang,2928.0,38064.0
Toba Samosir,2024,Buah,Salak,835.0,False,Lainnya,Sedang,3340.0,43420.0
Labuhan Batu,2024,Buah,Salak,900.0,False,Lainnya,Sedang,3600.0,46800.0
Asahan,2024,Buah,Salak,534.0,False,Lainnya,Sedang,2136.0,27768.0
Simalungun,2024,Buah,Salak,554.0,False,Lainnya,Sedang,2216.0,28808.0
Dairi,2024,Buah,Salak,711.0,False,Lainnya,Sedang,2844.0,36972.0
Karo,2024,Buah,Salak,728.0,False,Lainnya,Sedang,2912.0,37856.0
Deli Serdang,2024,Buah,Salak,501.0,False,Lainnya,Sedang,2004.0,26052.0
Langkat,2024,Buah,Salak,530.0,False,Lainnya,Sedang,2120.0,27560.0
Nias Selatan,2024,Buah,Salak,132.0,False,Lainnya,Rendah,528.0,6864.0
Humbang Hasundutan,2024,Buah,Salak,859.0,False,Lainnya,Sedang,3436.0,44668.0
Pakpak Bharat,2024,Buah,Salak,932.0,False,Lainnya,Sedang,3728.0,48464.0
Samosir,2024,Buah,Salak,800.0,False,Lainnya,Sedang,3200.0,41600.0
Serdang Bedagai,2024,Buah,Salak,399.0,False,Lainnya,Rendah,1596.0,20748.0
Batu Bara,2024,Buah,Salak,347.0,False,Lainnya,Rendah,1388.0,18044.0
Padang Lawas Utara,2024,Buah,Salak,1608.0,False,Lainnya,Tinggi,6432.0,83616.0
Padang Lawas,2024,Buah,Salak,1041.0,False,Lainnya,Tinggi,4164.0,54132.0
Labuhan Batu Selatan,2024,Buah,Salak,917.0,False,Lainnya,Sedang,3668.0,47684.0
Labuhan Batu Utara,2024,Buah,Salak,905.0,False,Lainnya,Sedang,3620.0,47060.0
Nias Utara,2024,Buah,Salak,161.0,False,Lainnya,Rendah,644.0,8372.0
Nias Barat,2024,Buah,Salak,10.0,False,Lainnya,Sangat Rendah,40.0,520.0
Kota Sibolga,2024,Buah,Salak,384.0,False,Lainnya,Rendah,1536.0,19968.0
Kota Tanjung Balai,2024,Buah,Salak,852.0,False,Lainnya,Sedang,3408.0,44304.0
Kota Pematang Siantar,2024,Buah,Salak,399.0,False,Lainnya,Rendah,1596.0,20748.0
Kota Tebing Tinggi,2024,Buah,Salak,465.0,False,Lainnya,Rendah,1860.0,24180.0
Kota Medan,2024,Buah,Salak,474.0,False,Lainnya,Rendah,1896.0,24648.0
Kota Binjai,2024,Buah,Salak,506.0,False,Lainnya,Sedang,2024.0,26312.0
Kota Padangsidimpuan,2024,Buah,Salak,570.0,False,Lainnya,Sedang,2280.0,29640.0
Kota Gunungsitoli,2024,Buah,Salak,114.0,False,Lainnya,Rendah,456.0,5928.0
Kepulauan Mentawai,2024,Buah,Salak,186.0,False,Lainnya,Rendah,744.0,9672.0
Pesisir Selatan,2024,Buah,Salak,505.0,False,Lainnya,Sedang,2020.0,26260.0
Solok,2024,Buah,Salak,324.0,False,Lainnya,Rendah,1296.0,16848.0
Sijunjung,2024,Buah,Salak,534.0,False,Lainnya,Sedang,2136.0,27768.0
Tanah Datar,2024,Buah,Salak,320.0,False,Lainnya,Rendah,1280.0,16640.0
Padang Pariaman,2024,Buah,Salak,292.0,False,Lainnya,Rendah,1168.0,15184.0
Agam,2024,Buah,Salak,308.0,False,Lainnya,Rendah,1232.0,16016.0
Lima Puluh Kota,2024,Buah,Salak,782.0,False,Lainnya,Sedang,3128.0,40664.0
Pasaman,2024,Buah,Salak,846.0,False,Lainnya,Sedang,3384.0,43992.0
Solok Selatan,2024,Buah,Salak,708.0,False,Lainnya,Sedang,2832.0,36816.0
Dharmasraya,2024,Buah,Salak,546.0,False,Lainnya,Sedang,2184.0,28392.0
Pasaman Barat,2024,Buah,Salak,955.0,False,Lainnya,Sedang,3820.0,49660.0
Kota Padang,2024,Buah,Salak,308.0,False,Lainnya,Rendah,1232.0,16016.0
Kota Solok,2024,Buah,Salak,391.0,False,Lainnya,Rendah,1564.0,20332.0
Kota Sawah Lunto,2024,Buah,Salak,349.0,False,Lainnya,Rendah,1396.0,18148.0
Kota Padang Panjang,2024,Buah,Salak,391.0,False,Lainnya,Rendah,1564.0,20332.0
Kota Bukittinggi,2024,Buah,Salak,356.0,False,Lainnya,Rendah,1424.0,18512.0
Kota Payakumbuh,2024,Buah,Salak,534.0,False,Lainnya,Sedang,2136.0,27768.0
Kota Pariaman,2024,Buah,Salak,339.0,False,Lainnya,Rendah,1356.0,17628.0
Kuantan Singingi,2024,Buah,Salak,789.0,False,Lainnya,Sedang,3156.0,41028.0
Indragiri Hulu,2024,Buah,Salak,653.0,False,Lainnya,Sedang,2612.0,33956.0
Indragiri Hilir,2024,Buah,Salak,339.0,False,Lainnya,Rendah,1356.0,17628.0
Pelalawan,2024,Buah,Salak,1068.0,False,Lainnya,Tinggi,4272.0,55536.0
Siak,2024,Buah,Salak,727.0,False,Lainnya,Sedang,2908.0,37804.0
Kampar,2024,Buah,Salak,912.0,False,Lainnya,Sedang,3648.0,47424.0
Rokan Hulu,2024,Buah,Salak,1060.0,False,Lainnya,Tinggi,4240.0,55120.0
Bengkalis,2024,Buah,Salak,818.0,False,Lainnya,Sedang,3272.0,42536.0
Rokan Hilir,2024,Buah,Salak,927.0,False,Lainnya,Sedang,3708.0,48204.0
Kepulauan Meranti,2024,Buah,Salak,468.0,False,Lainnya,Rendah,1872.0,24336.0
Kota Pekanbaru,2024,Buah,Salak,568.0,False,Lainnya,Sedang,2272.0,29536.0
Kota Dumai,2024,Buah,Salak,509.0,False,Lainnya,Sedang,2036.0,26468.0
Kerinci,2024,Buah,Salak,465.0,False,Lainnya,Rendah,1860.0,24180.0
Merangin,2024,Buah,Salak,402.0,False,Lainnya,Rendah,1608.0,20904.0
Sarolangun,2024,Buah,Salak,190.0,False,Lainnya,Rendah,760.0,9880.0
Batang Hari,2024,Buah,Salak,378.0,False,Lainnya,Rendah,1512.0,19656.0
Muaro Jambi,2024,Buah,Salak,236.0,False,Lainnya,Rendah,944.0,12272.0
Tanjung Jabung Timur,2024,Buah,Salak,274.0,False,Lainnya,Rendah,1096.0,14248.0
Tanjung Jabung Barat,2024,Buah,Salak,280.0,False,Lainnya,Rendah,1120.0,14560.0
Tebo,2024,Buah,Salak,451.0,False,Lainnya,Rendah,1804.0,23452.0
Bungo,2024,Buah,Salak,558.0,False,Lainnya,Sedang,2232.0,29016.0
Kota Jambi,2024,Buah,Salak,308.0,False,Lainnya,Rendah,1232.0,16016.0
Kota Sungai Penuh,2024,Buah,Salak,97.0,False,Lainnya,Sangat Rendah,388.0,5044.0
Ogan Komering Ulu,2024,Buah,Salak,278.0,False,Lainnya,Rendah,1112.0,14456.0
Ogan Komering Ilir,2024,Buah,Salak,234.0,False,Lainnya,Rendah,936.0,12168.0
Muara Enim,2024,Buah,Salak,213.0,False,Lainnya,Rendah,852.0,11076.0
Lahat,2024,Buah,Salak,250.0,False,Lainnya,Rendah,1000.0,13000.0
Musi Rawas,2024,Buah,Salak,180.0,False,Lainnya,Rendah,720.0,9360.0
Musi Banyuasin,2024,Buah,Salak,171.0,False,Lainnya,Rendah,684.0,8892.0
Banyu Asin,2024,Buah,Salak,449.0,False,Lainnya,Rendah,1796.0,23348.0
Ogan Komering Ulu Selatan,2024,Buah,Salak,332.0,False,Lainnya,Rendah,1328.0,17264.0
Ogan Komering Ulu Timur,2024,Buah,Salak,240.0,False,Lainnya,Rendah,960.0,12480.0
Ogan Ilir,2024,Buah,Salak,148.0,False,Lainnya,Rendah,592.0,7696.0
Empat Lawang,2024,Buah,Salak,121.0,False,Lainnya,Rendah,484.0,6292.0
Penukal Abab Lematang Ilir,2024,Buah,Salak,271.0,False,Lainnya,Rendah,1084.0,14092.0
Musi Rawas Utara,2024,Buah,Salak,384.0,False,Lainnya,Rendah,1536.0,19968.0
Kota Palembang,2024,Buah,Salak,218.0,False,Lainnya,Rendah,872.0,11336.0
Kota Prabumulih,2024,Buah,Salak,89.0,False,Lainnya,Sangat Rendah,356.0,4628.0
Kota Pagar Alam,2024,Buah,Salak,211.0,False,Lainnya,Rendah,844.0,10972.0
Kota Lubuklinggau,2024,Buah,Salak,158.0,False,Lainnya,Rendah,632.0,8216.0
Bengkulu Selatan,2024,Buah,Salak,324.0,False,Lainnya,Rendah,1296.0,16848.0
Rejang Lebong,2024,Buah,Salak,172.0,False,Lainnya,Rendah,688.0,8944.0
Bengkulu Utara,2024,Buah,Salak,203.0,False,Lainnya,Rendah,812.0,10556.0
Kaur,2024,Buah,Salak,305.0,False,Lainnya,Rendah,1220.0,15860.0
Seluma,2024,Buah,Salak,335.0,False,Lainnya,Rendah,1340.0,17420.0
Mukomuko,2024,Buah,Salak,458.0,False,Lainnya,Rendah,1832.0,23816.0
Lebong,2024,Buah,Salak,167.0,False,Lainnya,Rendah,668.0,8684.0
Kepahiang,2024,Buah,Salak,121.0,False,Lainnya,Rendah,484.0,6292.0
Bengkulu Tengah,2024,Buah,Salak,243.0,False,Lainnya,Rendah,972.0,12636.0
Kota Bengkulu,2024,Buah,Salak,221.0,False,Lainnya,Rendah,884.0,11492.0
Lampung Barat,2024,Buah,Salak,329.0,False,Lainnya,Rendah,1316.0,17108.0
Tanggamus,2024,Buah,Salak,284.0,False,Lainnya,Rendah,1136.0,14768.0
Lampung Selatan,2024,Buah,Salak,659.0,False,Lainnya,Sedang,2636.0,34268.0
Lampung Timur,2024,Buah,Salak,390.0,False,Lainnya,Rendah,1560.0,20280.0
Lampung Tengah,2024,Buah,Salak,668.0,False,Lainnya,Sedang,2672.0,34736.0
Lampung Utara,2024,Buah,Salak,303.0,False,Lainnya,Rendah,1212.0,15756.0
Way Kanan,2024,Buah,Salak,315.0,False,Lainnya,Rendah,1260.0,16380.0
Tulangbawang,2024,Buah,Salak,339.0,False,Lainnya,Rendah,1356.0,17628.0
Pesawaran,2024,Buah,Salak,330.0,False,Lainnya,Rendah,1320.0,17160.0
Pringsewu,2024,Buah,Salak,500.0,False,Lainnya,Sedang,2000.0,26000.0
Mesuji,2024,Buah,Salak,254.0,False,Lainnya,Rendah,1016.0,13208.0
Tulang Bawang Barat,2024,Buah,Salak,334.0,False,Lainnya,Rendah,1336.0,17368.0
Pesisir Barat,2024,Buah,Salak,289.0,False,Lainnya,Rendah,1156.0,15028.0
Kota Bandar Lampung,2024,Buah,Salak,462.0,False,Lainnya,Rendah,1848.0,24024.0
Kota Metro,2024,Buah,Salak,434.0,False,Lainnya,Rendah,1736.0,22568.0
Bangka,2024,Buah,Salak,106.0,False,Lainnya,Rendah,424.0,5512.0
Belitung,2024,Buah,Salak,158.0,False,Lainnya,Rendah,632.0,8216.0
Bangka Barat,2024,Buah,Salak,115.0,False,Lainnya,Rendah,460.0,5980.0
Bangka Tengah,2024,Buah,Salak,165.0,False,Lainnya,Rendah,660.0,8580.0
Bangka Selatan,2024,Buah,Salak,83.0,False,Lainnya,Sangat Rendah,332.0,4316.0
Belitung Timur,2024,Buah,Salak,99.0,False,Lainnya,Sangat Rendah,396.0,5148.0
Kota Pangkal Pinang,2024,Buah,Salak,106.0,False,Lainnya,Rendah,424.0,5512.0
Karimun,2024,Buah,Salak,478.0,False,Lainnya,Rendah,1912.0,24856.0
Bintan,2024,Buah,Salak,151.0,False,Lainnya,Rendah,604.0,7852.0
Natuna,2024,Buah,Salak,158.0,False,Lainnya,Rendah,632.0,8216.0
Lingga,2024,Buah,Salak,230.0,False,Lainnya,Rendah,920.0,11960.0
