Kabupaten_Kota,Tahun,Kategori,Produk,Pengeluaran,Is_Total,Region,Kategori_Pengeluaran,Pengeluaran_Bulanan,Pengeluaran_Tahunan
Majalengka,2023,Sayur,Bahan sayur asam/lodeh (paket),270.37,False,Lainnya,Rendah,1081.48,14059.24
Sumedang,2023,Sayur,Bahan sayur asam/lodeh (paket),313.24,False,Lainnya,Rendah,1252.96,16288.48
Indramayu,2023,Sayur,Bahan sayur asam/lodeh (paket),1220.2,False,Lainnya,Tinggi,4880.8,63450.4
Subang,2023,Sayur,Bahan sayur asam/lodeh (paket),693.07,False,Lainnya,Sedang,2772.28,36039.64
Purwakarta,2023,Sayur,Bahan sayur asam/lodeh (paket),506.91,False,Lainnya,Sedang,2027.64,26359.32
Karawang,2023,Sayur,Bahan sayur asam/lodeh (paket),754.21,False,Lainnya,Sedang,3016.84,39218.92
Bekasi,2023,Sayur,Bahan sayur asam/lodeh (paket),985.53,False,Lainnya,Sedang,3942.12,51247.56
Bandung Barat,2023,Sayur,Bahan sayur asam/lodeh (paket),284.68,False,Lainnya,Rendah,1138.72,14803.36
Pangandaran,2023,Sayur,Bahan sayur asam/lodeh (paket),269.53,False,Lainnya,Rendah,1078.12,14015.559999999998
Kota Bogor,2023,Sayur,Bahan sayur asam/lodeh (paket),804.29,False,Lainnya,Sedang,3217.16,41823.08
Kota Sukabumi,2023,Sayur,Bahan sayur asam/lodeh (paket),755.62,False,Lainnya,Sedang,3022.48,39292.24
Kota Bandung,2023,Sayur,Bahan sayur asam/lodeh (paket),482.21,False,Lainnya,Rendah,1928.84,25074.92
Kota Cirebon,2023,Sayur,Bahan sayur asam/lodeh (paket),765.12,False,Lainnya,Sedang,3060.48,39786.24
Kota Bekasi,2023,Sayur,Bahan sayur asam/lodeh (paket),1011.52,False,Lainnya,Tinggi,4046.08,52599.04
Kota Depok,2023,Sayur,Bahan sayur asam/lodeh (paket),938.51,False,Lainnya,Sedang,3754.04,48802.52
Kota Cimahi,2023,Sayur,Bahan sayur asam/lodeh (paket),405.49,False,Lainnya,Rendah,1621.96,21085.48
Kota Tasikmalaya,2023,Sayur,Bahan sayur asam/lodeh (paket),338.82,False,Lainnya,Rendah,1355.28,17618.64
Kota Banjar,2023,Sayur,Bahan sayur asam/lodeh (paket),353.34,False,Lainnya,Rendah,1413.36,18373.68
Cilacap,2023,Sayur,Bahan sayur asam/lodeh (paket),217.81,False,Lainnya,Rendah,871.24,11326.12
Banyumas,2023,Sayur,Bahan sayur asam/lodeh (paket),160.2,False,Lainnya,Rendah,640.8,8330.4
Purbalingga,2023,Sayur,Bahan sayur asam/lodeh (paket),74.74,False,Lainnya,Sangat Rendah,298.96,3886.4799999999996
Banjarnegara,2023,Sayur,Bahan sayur asam/lodeh (paket),86.71,False,Lainnya,Sangat Rendah,346.84,4508.92
Kebumen,2023,Sayur,Bahan sayur asam/lodeh (paket),117.2,False,Lainnya,Rendah,468.8,6094.400000000001
Purworejo,2023,Sayur,Bahan sayur asam/lodeh (paket),220.09,False,Lainnya,Rendah,880.36,11444.68
Wonosobo,2023,Sayur,Bahan sayur asam/lodeh (paket),14.73,False,Lainnya,Sangat Rendah,58.92,765.96
Magelang,2023,Sayur,Bahan sayur asam/lodeh (paket),39.43,False,Lainnya,Sangat Rendah,157.72,2050.36
Boyolali,2023,Sayur,Bahan sayur asam/lodeh (paket),289.07,False,Lainnya,Rendah,1156.28,15031.64
Klaten,2023,Sayur,Bahan sayur asam/lodeh (paket),257.74,False,Lainnya,Rendah,1030.96,13402.48
Sukoharjo,2023,Sayur,Bahan sayur asam/lodeh (paket),575.91,False,Lainnya,Sedang,2303.64,29947.32
Wonogiri,2023,Sayur,Bahan sayur asam/lodeh (paket),140.86,False,Lainnya,Rendah,563.44,7324.720000000001
Karanganyar,2023,Sayur,Bahan sayur asam/lodeh (paket),438.75,False,Lainnya,Rendah,1755.0,22815.0
Sragen,2023,Sayur,Bahan sayur asam/lodeh (paket),513.31,False,Lainnya,Sedang,2053.24,26692.119999999995
Grobogan,2023,Sayur,Bahan sayur asam/lodeh (paket),359.94,False,Lainnya,Rendah,1439.76,18716.88
Blora,2023,Sayur,Bahan sayur asam/lodeh (paket),95.81,False,Lainnya,Sangat Rendah,383.24,4982.12
Rembang,2023,Sayur,Bahan sayur asam/lodeh (paket),184.6,False,Lainnya,Rendah,738.4,9599.199999999999
Pati,2023,Sayur,Bahan sayur asam/lodeh (paket),309.85,False,Lainnya,Rendah,1239.4,16112.2
Kudus,2023,Sayur,Bahan sayur asam/lodeh (paket),426.54,False,Lainnya,Rendah,1706.16,22180.08
Jepara,2023,Sayur,Bahan sayur asam/lodeh (paket),397.43,False,Lainnya,Rendah,1589.72,20666.36
Demak,2023,Sayur,Bahan sayur asam/lodeh (paket),202.13,False,Lainnya,Rendah,808.52,10510.76
Semarang,2023,Sayur,Bahan sayur asam/lodeh (paket),253.87,False,Lainnya,Rendah,1015.48,13201.24
Temanggung,2023,Sayur,Bahan sayur asam/lodeh (paket),29.42,False,Lainnya,Sangat Rendah,117.68,1529.8400000000001
Kendal,2023,Sayur,Bahan sayur asam/lodeh (paket),241.9,False,Lainnya,Rendah,967.6,12578.800000000001
Batang,2023,Sayur,Bahan sayur asam/lodeh (paket),319.21,False,Lainnya,Rendah,1276.84,16598.92
Pekalongan,2023,Sayur,Bahan sayur asam/lodeh (paket),350.81,False,Lainnya,Rendah,1403.24,18242.12
Pemalang,2023,Sayur,Bahan sayur asam/lodeh (paket),376.71,False,Lainnya,Rendah,1506.84,19588.92
Tegal,2023,Sayur,Bahan sayur asam/lodeh (paket),432.1,False,Lainnya,Rendah,1728.4,22469.2
Brebes,2023,Sayur,Bahan sayur asam/lodeh (paket),583.41,False,Lainnya,Sedang,2333.64,30337.32
Kota Magelang,2023,Sayur,Bahan sayur asam/lodeh (paket),263.18,False,Lainnya,Rendah,1052.72,13685.36
Kota Surakarta,2023,Sayur,Bahan sayur asam/lodeh (paket),749.97,False,Lainnya,Sedang,2999.88,38998.44
Kota Salatiga,2023,Sayur,Bahan sayur asam/lodeh (paket),319.2,False,Lainnya,Rendah,1276.8,16598.399999999998
Kota Semarang,2023,Sayur,Bahan sayur asam/lodeh (paket),725.19,False,Lainnya,Sedang,2900.76,37709.880000000005
Kota Pekalongan,2023,Sayur,Bahan sayur asam/lodeh (paket),604.78,False,Lainnya,Sedang,2419.12,31448.559999999998
Kota Tegal,2023,Sayur,Bahan sayur asam/lodeh (paket),857.3,False,Lainnya,Sedang,3429.2,44579.6
Kulon Progo,2023,Sayur,Bahan sayur asam/lodeh (paket),186.04,False,Lainnya,Rendah,744.16,9674.08
Bantul,2023,Sayur,Bahan sayur asam/lodeh (paket),222.46,False,Lainnya,Rendah,889.84,11567.92
Gunung Kidul,2023,Sayur,Bahan sayur asam/lodeh (paket),99.57,False,Lainnya,Sangat Rendah,398.28,5177.639999999999
Sleman,2023,Sayur,Bahan sayur asam/lodeh (paket),361.74,False,Lainnya,Rendah,1446.96,18810.48
Kota Yogyakarta,2023,Sayur,Bahan sayur asam/lodeh (paket),227.33,False,Lainnya,Rendah,909.32,11821.16
Pacitan,2023,Sayur,Bahan sayur asam/lodeh (paket),47.0,False,Lainnya,Sangat Rendah,188.0,2444.0
Ponorogo,2023,Sayur,Bahan sayur asam/lodeh (paket),164.18,False,Lainnya,Rendah,656.72,8537.36
Trenggalek,2023,Sayur,Bahan sayur asam/lodeh (paket),55.86,False,Lainnya,Sangat Rendah,223.44,2904.72
